model,zero,median,mean,bfill,ffill,knn,mice,DLine,idx
6.312285,3257.8552,22.702972,22.390947,12.572761,14.831821,18.192467,15.7939205,220.62967,278
1.2736006,1423.692,13.578886,13.584848,1.2384614,1.7626657,15.212821,8.457291,88.786934,279
2.8300014,2028.5924,53.26125,48.65557,15.803435,18.549362,25.383461,19.21244,186.39351,283
1.301354,3296.4585,10.002377,9.322305,3.736734,4.4223394,7.7306495,3.1110322,149.50476,284
9.007104,2005.7897,23.626583,23.340807,25.540352,30.620142,23.529642,23.482096,112.94123,282
3.3320525,3193.536,12.735906,12.222,4.8598747,4.5235004,6.3005767,8.179114,317.863,285
6.5766487,3135.091,15.445905,18.293434,7.3485947,11.075276,13.762605,7.0529757,164.12775,281
26.591328,4537.19,178.34048,136.94226,10.433486,44.748928,53.121803,42.011833,232.23233,280
21.224129,2701.3555,57.49992,55.957603,45.776237,51.84243,49.768272,53.701504,156.71378,288
26.904015,2207.216,63.078247,65.28399,14.512095,16.124517,31.599384,54.19196,186.15709,286
15.914793,3442.6177,64.7859,60.873707,26.145803,21.261265,25.439169,24.176039,259.94272,287
4.513845,4059.2256,20.096695,22.977308,11.56253,19.1243,9.445642,10.282334,270.29944,289
9.857024,2188.6174,59.7298,55.737,5.942421,7.6577764,36.352833,32.409737,194.91258,294
1.4367771,2870.2983,14.115008,10.501859,5.6268406,2.878567,7.125394,7.138992,487.37592,295
24.192768,3199.802,49.38326,46.29192,18.984125,43.616127,18.0007,17.009329,297.3728,292
5.738901,4409.331,11.140007,11.433059,8.176653,109.270065,9.446097,10.574433,296.11316,293
4.2892437,3128.615,15.823805,17.658476,8.868224,14.959204,13.587811,11.500672,163.056,290
7.7116423,4896.932,48.10819,64.599,6.8100567,9.63345,21.18328,22.052267,342.36212,291
8.70253,1981.4584,35.50088,34.058563,29.729038,30.793524,28.313276,25.79605,107.8176,296
4.9145513,1264.0618,5.1305656,5.195362,2.4607306,27.041124,3.9528039,3.4255257,136.63449,299
9.515997,3400.3875,68.83374,78.47318,19.867323,21.735495,99.730225,357.67978,522.245,297
32.040543,3859.273,108.07577,92.59511,30.112951,53.836597,44.57063,28.472595,354.31763,298
21.54721,1753.0059,54.41713,45.73662,15.645213,38.068222,25.436756,31.438614,158.99284,300
8.647157,3880.5088,123.49699,110.73146,28.132545,23.717722,42.91088,37.19363,206.08907,302
14.884422,4955.8228,40.87221,44.01517,12.076541,14.344984,29.23831,23.403448,590.62787,305
16.0145,1869.8601,44.68066,32.124832,4.8291497,5.9134245,11.295806,9.287643,237.12372,304
15.990137,2147.2625,63.58114,69.45199,8.787949,8.433196,28.922157,8.449832,147.37495,303
17.13606,3162.6243,54.81966,49.62989,24.604548,27.553265,34.431942,34.179264,266.07645,301
2.481884,1072.4059,9.278585,8.446952,3.298301,6.884607,7.3382916,20.306376,107.23369,308
10.910996,3941.4941,161.56679,115.67648,11.698883,11.758802,25.581871,103.8856,546.8444,309
17.9028,2397.0925,67.7147,68.25039,17.14206,33.749916,19.689024,27.626467,205.96352,307
8.654262,3571.0444,58.94584,55.089283,18.893278,19.419304,56.297894,17.564795,229.82812,306
1.7949569,1644.3119,21.822334,26.944561,4.385582,6.5636063,14.074705,7.5526466,136.13855,313
4.631615,1381.4166,21.988226,23.080246,14.891395,16.83457,17.128042,14.38267,112.51366,314
3.5416222,2097.762,44.03529,39.059975,20.380175,23.212435,31.50254,30.747208,230.19313,311
9.205499,3445.114,25.709948,22.697786,10.238985,13.936989,16.116488,14.436006,209.49101,312
10.538509,2219.901,31.779297,33.33256,14.053755,16.357882,14.259365,11.374471,198.47852,315
9.091632,1957.181,28.887604,26.19374,9.710622,27.440079,12.585399,14.12901,189.30556,310
21.42515,3411.8462,16.786627,16.814306,13.308304,41.71686,15.568116,20.23889,457.75015,317
11.2313385,2664.5107,24.810925,26.560286,10.024672,9.090162,10.2558155,16.068508,178.15855,316
12.368001,2409.893,55.861794,53.865307,37.271076,61.193783,47.439213,47.132317,199.54239,319
18.774508,3404.4055,42.660805,39.38437,19.38316,35.430023,34.3635,91.98682,201.05083,318
7.329867,1210.2249,41.774586,28.323862,7.438045,6.787703,14.860749,17.57105,190.93921,323
12.932052,2970.2988,29.040237,28.07823,27.235638,51.86197,27.407745,23.45067,243.62703,322
5.550319,3488.1096,21.491232,17.4466,7.5342727,7.8029585,14.864001,8.3030405,606.01483,320
25.78618,4519.8574,215.35051,157.98051,35.923515,96.999,128.55817,106.169334,631.72876,321
3.6536684,2726.8564,23.170708,21.424574,11.653077,12.395578,14.836872,17.59625,162.75746,325
2.0996394,3143.2283,7.283287,7.2683735,4.698705,5.078283,5.3093495,5.098602,261.28336,324
2.580297,3015.4014,16.571077,16.32302,1.5205975,1.7609811,12.904875,6.248603,210.57701,326
12.860252,2661.324,53.656986,42.558125,19.830095,27.285866,29.114513,29.65244,284.06012,327
4.845989,2463.188,63.584793,50.46804,11.341729,19.141336,22.940458,17.020548,186.4917,329
12.703903,3801.0334,36.895943,34.8882,18.918375,41.058792,27.862625,31.162386,328.24652,328
10.387099,1758.3131,83.24733,81.32677,70.6658,127.26451,116.462585,84.30803,180.76724,333
2.069128,3352.6438,13.762299,13.4453745,6.780003,6.139695,6.218903,8.395203,222.735,332
4.860461,1917.4215,30.241186,25.622877,9.222557,10.707118,21.625776,35.58918,116.80427,331
2.7961469,1724.2867,18.364977,19.214417,7.3654575,11.831037,10.31016,7.569354,157.8786,334
12.599912,1208.9928,54.31233,54.82608,5.9123363,5.8014507,17.052885,22.110773,123.77152,335
7.097865,2756.8052,17.944523,17.464102,5.2015095,7.5498915,17.34953,7.10926,280.67456,330
9.54903,3455.4622,84.675064,84.179344,13.304143,22.912294,50.938213,26.46874,504.77795,336
10.297451,2202.2344,28.28638,30.918198,16.357086,45.111633,29.743156,28.535555,186.8606,337
11.64375,2712.1697,18.320768,17.409025,9.623122,32.685932,18.07515,13.385379,143.14273,339
20.945557,3772.3838,113.1096,101.73705,22.89246,28.257286,68.57217,51.037357,533.5085,338
47.166428,4240.548,216.97908,143.93576,19.141157,35.46507,38.673286,24.785332,403.72305,343
22.091658,4329.274,111.23766,96.72853,37.159046,64.240524,62.594402,53.75644,411.92487,341
16.170345,2347.655,82.96449,77.2482,10.681274,11.509783,42.9349,18.680336,176.69478,344
26.451227,3215.9956,47.55841,48.42896,10.539318,14.650255,13.496453,12.38608,180.42827,340
14.862638,4884.932,75.5727,79.53477,46.40956,45.73657,50.29773,75.65104,688.53754,345
46.826054,3575.9597,128.5089,115.9478,59.571865,81.26693,102.237206,266.5363,353.7791,342
3.471622,3009.8438,23.727322,17.828943,5.1431813,16.14538,10.169565,5.114641,177.21382,346
2.8872569,1717.9127,11.154598,13.308583,6.299738,39.154152,8.000623,10.592029,281.14218,347
32.97841,4529.842,163.72914,148.86638,42.041687,57.587215,113.93472,56.401882,291.7346,348
12.052967,1991.7585,35.578495,33.35498,33.031708,85.81182,22.440645,20.880737,152.19727,349
20.066458,2691.6057,119.06898,120.98399,15.23288,19.915398,70.83564,32.173904,585.2594,355
15.783764,4087.207,131.32965,114.51073,29.050581,31.35544,102.09099,106.31188,359.14053,351
5.5557933,2593.6577,8.361017,8.489145,5.5858655,5.7638025,4.5142565,3.5704117,213.20692,353
2.5194452,961.60364,10.967192,10.769648,7.747795,5.499096,8.001062,5.167704,81.72382,352
22.647429,3382.55,55.694202,52.39791,31.343645,42.01049,49.84951,45.77381,345.28708,354
45.990124,4256.583,112.80526,109.75407,18.63097,29.134138,26.92702,21.003178,355.49814,350
8.592867,3541.5618,45.492065,39.66723,15.640082,15.769402,25.936382,64.5387,179.64438,356
11.913154,3574.8088,86.09471,76.20185,11.948831,18.045551,30.261196,31.953857,305.3287,359
6.8877797,4356.8906,77.82493,68.96428,25.948032,29.081417,43.821648,31.14618,355.4661,357
12.920511,3816.8093,24.242596,23.313913,11.3620205,80.79984,12.085726,10.306149,158.2612,358
5.584218,2301.2742,53.563976,55.744766,42.533962,50.713303,48.368828,47.061207,296.6904,365
9.615604,1892.7656,53.949112,52.87313,27.513224,24.229204,48.296623,48.396217,273.0889,362
14.749444,4164.157,113.93021,95.806885,36.182667,134.96645,53.486122,22.733635,397.4959,360
19.285275,2843.921,82.39357,81.057304,46.418545,122.54642,59.609535,41.42559,208.98532,364
29.133804,3321.5315,73.31422,66.7372,16.782425,59.659348,30.427069,20.23754,255.65552,361
4.3582854,2815.4377,6.4464006,6.1742334,3.4650548,32.394024,4.598954,5.2333875,169.49443,363
4.241637,3178.9666,16.115614,16.740322,3.9514112,16.762634,20.818373,17.06349,300.6128,366
2.8052063,3189.395,6.1126657,6.1505275,4.3051333,5.7236147,4.652228,3.6972106,142.67787,367
0.70756185,2866.046,9.236522,7.449743,2.3664277,2.510429,4.7926755,3.7612162,337.92642,369
22.933027,4333.855,121.206375,93.89007,35.72047,25.169292,85.40601,70.625885,444.52063,368
4.801865,1650.6881,37.917297,36.400166,26.566336,37.825382,27.87682,24.040203,143.28726,373
4.854296,1382.3092,16.714918,19.739813,4.277803,3.6427567,9.239483,7.9160404,137.09657,371
4.8146935,1694.7379,27.809135,21.55916,14.33866,17.54204,23.531397,14.339024,210.8947,374
5.675253,3283.101,18.29815,21.369629,4.480331,8.273414,5.935195,6.809505,183.9893,372
7.2447395,2094.162,65.1095,71.39911,5.7374454,7.8976007,47.876,28.862396,399.437,375
19.897078,3593.6465,34.726673,38.198036,18.076433,68.38728,15.540357,13.9853945,170.072,370
8.669653,1055.7262,27.216824,23.941908,11.45609,17.024237,23.095697,14.384465,83.24719,376
13.516438,4371.0366,44.155922,39.637283,23.149498,28.69469,42.029976,30.568579,298.43756,378
1.4803663,3103.3809,19.226883,20.62468,7.7348437,6.944279,19.616621,9.4683485,236.3952,377
12.720198,3249.0405,26.619394,25.755592,9.4343405,14.21032,11.869193,11.191576,260.5076,379
10.089894,2939.8599,71.83649,58.506607,3.587498,7.0577855,14.359199,6.409374,337.24246,380
1.6860486,2569.7788,15.905323,12.09392,3.6477349,5.219251,5.6373262,4.4383574,162.37695,381
12.407232,3734.2197,112.17648,79.39582,13.411505,22.007572,34.607517,18.069021,447.78342,384
7.8631797,1971.9242,20.126802,19.213825,6.7843995,13.714395,17.85506,11.787779,177.49841,382
7.8071456,1551.4204,11.363772,13.407409,4.871296,6.6460457,8.664767,6.564397,100.64196,385
8.75625,3300.563,42.93401,40.09295,19.68922,33.001434,21.99636,20.42547,189.12856,383
3.4900088,2256.8982,41.301723,37.850548,16.29711,21.09837,20.305008,19.621922,186.77103,386
6.010925,1561.7676,21.725657,20.520914,15.944898,47.887638,18.626385,15.837886,93.9219,388
17.121416,1673.667,41.346832,38.630764,21.954166,22.686148,19.980719,24.265984,139.5278,387
63.356823,4284.785,152.90742,136.25073,68.05721,111.152885,48.502068,76.58791,339.6814,389
8.628135,3025.7034,30.928877,28.574438,28.322018,34.428307,25.481241,56.67059,694.6375,394
0.74175704,1780.0079,12.047609,11.612508,2.8738465,2.4805627,11.315847,3.2990618,92.718254,390
2.3175535,1521.1029,13.688477,15.736521,1.3410747,1.7554258,7.5934916,29.531815,174.55782,391
16.758892,5842.8667,66.55035,79.52752,19.621927,13.322609,37.57886,67.28006,336.4032,395
16.62899,2797.7764,77.889946,76.75035,50.072163,55.93495,56.22606,62.000984,304.49255,393
13.033556,4022.8958,40.45506,47.822426,16.688871,24.043177,38.117317,29.0287,248.83931,392
24.159927,4373.0327,61.110035,57.61301,47.596756,160.11967,35.193264,35.75901,280.18033,399
12.524395,4654.6753,32.98308,30.830925,14.541869,17.98058,19.274813,27.537,253.76022,396
5.8661275,4441.5527,107.25378,87.247086,27.439947,26.014843,59.88122,49.425022,313.54633,398
1.2795914,2221.034,11.421884,12.900911,1.7955323,3.6828218,8.531553,7.2919936,208.28873,397
8.532435,3175.656,22.951046,20.756453,9.203972,13.185262,24.335106,13.679204,177.87534,403
2.1685994,959.53656,4.393234,7.2595954,4.126281,3.7256045,3.0290673,11.050545,49.510464,401
1.5393358,842.86206,5.486877,5.124014,1.9493787,4.9730983,4.2020736,2.4587421,70.786934,405
12.566192,2596.3757,58.42993,59.01491,18.962626,20.662254,31.474545,19.718687,439.08502,400
8.686016,3363.887,73.53605,68.162735,26.899132,27.56931,39.45865,30.933817,212.41982,402
6.740579,2914.1543,52.505726,47.36263,6.35813,22.422192,13.283828,15.9229,239.94894,404
22.789555,3975.0317,101.58747,92.09321,31.923395,49.69796,32.75804,30.010721,339.1865,407
7.7625604,1315.5908,34.784924,33.190983,25.180094,40.396236,29.998941,25.870378,141.11215,406
37.018955,3227.1492,48.29129,48.977,17.230234,27.044607,17.690916,13.776342,373.51834,409
6.476383,2059.555,58.174934,47.95959,6.0917406,7.225772,48.027733,20.534678,378.18628,408
10.200441,1847.6699,40.30472,42.373238,30.825346,26.862509,30.484615,29.178316,189.88498,412
6.32285,2685.166,19.080423,17.020258,3.6055086,8.649711,17.262358,5.585774,165.19794,413
12.384967,2686.7947,20.684708,20.749887,17.256868,85.199646,15.365194,6.1909337,127.6885,411
2.9731483,3104.037,18.889986,8.994439,10.645262,28.34331,17.684328,11.666852,259.67307,410
5.0175343,4330.1406,23.318356,23.754368,18.546852,13.06775,15.289646,17.867737,242.99896,415
10.2928915,4444.393,22.72752,26.622335,9.293484,12.562553,18.810524,57.822453,239.24706,414
14.001996,3685.0874,62.886868,65.73796,22.544798,42.11045,37.054623,23.919436,389.18118,416
18.37253,3798.5933,113.69116,102.058334,22.558617,25.237867,46.443943,42.703518,216.16562,418
4.867404,2740.295,8.639016,7.998053,5.88937,12.422397,7.8122,7.7810974,143.93135,417
9.591905,2719.26,20.942844,21.551237,16.939648,33.58099,17.272163,12.723921,141.3651,419
3.4335802,3182.437,11.555366,12.976179,6.2265186,4.540618,13.375302,11.831982,256.00452,424
9.034267,2129.5896,44.35217,38.343018,23.528753,74.87981,36.42054,24.274446,216.36198,422
55.84287,5492.8433,206.59575,235.8516,47.08226,105.54591,198.55287,124.57275,1110.3539,425
11.222701,2218.914,19.964561,20.262798,6.35143,13.789951,11.275924,11.25944,170.56078,420
1.4769027,2599.6719,19.515078,17.108894,7.3860493,6.578936,8.996748,11.55451,228.16585,423
27.59907,4779.2983,77.483284,71.92583,61.529408,107.27382,57.0237,61.80617,305.16525,421
8.95384,3342.5588,31.417742,31.482658,8.893942,9.196481,25.904682,40.69893,236.23694,429
3.6616783,2720.1382,19.649311,19.094084,10.491027,10.906392,17.325125,9.096969,157.25003,426
6.9289913,1729.432,40.0583,36.65623,17.520144,51.509323,28.110136,30.128021,203.79535,427
34.78302,3934.4316,77.57071,74.89701,14.930564,25.074472,37.95869,35.347763,278.71085,428
3.5869308,1927.5227,17.2097,17.379524,5.370653,4.3596034,8.3449,14.825044,115.61082,434
4.3318157,1854.327,16.022732,16.135849,9.354579,12.357018,6.1490936,9.642453,97.64031,435
3.8972082,2839.7625,8.601293,9.819099,1.7444829,5.5915184,4.492426,3.7137983,236.52386,433
9.252459,2214.083,54.63805,54.33473,8.676209,16.307436,27.215681,9.160882,202.5658,432
18.204748,3676.3142,50.435802,46.765167,33.915157,57.545105,40.011227,147.99295,234.96497,430
11.213104,1881.5885,46.582775,42.16074,14.805817,33.11625,20.203892,21.386547,146.58926,431
26.083313,3187.4724,112.62879,103.43987,17.350988,52.595356,84.52662,68.0417,344.93945,436
7.8237348,2621.0637,26.179186,26.166628,12.294983,12.964182,18.269695,11.401161,125.64744,437
43.996624,3467.7964,28.390554,29.886095,19.044067,66.86102,24.011242,19.657925,255.29987,438
58.251465,3910.69,111.58228,116.67417,59.31129,83.70454,72.23418,78.98878,213.3373,439
16.057243,4384.2075,140.83003,134.6101,31.039278,46.467606,120.26826,86.91592,464.14557,445
15.213596,1891.8365,58.194798,50.766506,19.35652,22.915457,27.84185,18.224068,149.01294,441
6.214691,1293.0475,30.018738,28.30772,18.595764,51.123985,22.672636,18.941732,100.024506,442
2.0644748,2853.835,7.331388,9.461773,1.328759,1.5955758,4.284646,2.815053,104.550934,440
10.22521,3613.2732,36.384617,33.985764,19.029068,41.21795,26.715542,32.049297,198.61606,444
10.209127,2803.7922,30.156298,28.32776,8.646899,19.346943,14.511351,10.947469,133.23874,443
42.358578,2592.2495,94.9058,70.780685,48.590843,71.79388,76.66861,64.392975,425.43542,448
6.6243973,1772.9922,24.22681,29.890753,6.3149915,5.999751,20.362225,16.137764,119.625725,447
15.991826,2016.2395,38.57701,36.14618,13.381499,6.680138,12.469355,10.736073,149.00021,449
18.286388,3724.9714,30.218634,42.067757,5.7004867,5.3502307,8.603341,6.072022,381.97543,446
20.169653,3299.1816,76.78509,73.48286,38.956276,50.5466,73.449295,31.315693,329.35248,452
31.348866,3200.8008,29.03535,26.089977,11.89949,27.845633,21.756865,18.87091,313.29822,451
4.6371884,3995.8108,47.478333,46.22308,25.50416,29.203697,41.2634,31.756971,206.26176,453
1.754673,1237.9749,10.005904,10.303646,3.2947745,3.1021526,4.5899134,38.49116,236.11797,450
30.443594,4325.069,162.09741,123.41818,26.763186,34.758465,65.30548,24.621405,377.07913,454
7.7410007,3953.361,46.5447,48.495697,18.863892,16.705248,16.75017,23.763626,242.23543,455
10.356806,4860.7383,62.392296,54.530678,34.830738,37.449875,52.86252,38.739002,624.53705,456
2.0905862,1681.2635,13.819805,13.642885,5.853638,9.21246,13.43374,6.7673326,120.38656,458
12.8573475,3409.428,54.878162,46.363186,11.825188,15.893079,16.175573,18.238993,222.1747,457
9.997133,1572.35,40.326607,29.09163,3.7990465,8.722165,19.86336,47.77765,204.54657,459
1.1655262,1077.7429,5.611406,5.689148,2.6313686,2.3651695,3.537984,3.2241201,213.95038,462
9.690568,2103.445,38.154087,40.385822,13.077556,20.597565,55.897434,41.750874,271.97427,463
0.625851,1046.5767,2.6383479,3.0976644,3.5853856,3.0576,2.8640811,2.581298,61.04349,461
3.894043,3376.4902,25.182032,22.435974,9.942611,131.5648,16.135023,12.692355,199.41531,464
17.823996,4262.766,59.399387,55.769047,9.880306,12.877965,34.692253,22.95294,340.26807,465
19.34503,3491.573,80.99093,75.34286,30.244677,59.844284,37.40639,37.781227,213.80386,460
5.4303007,870.2236,10.514232,10.952882,4.630174,7.87548,7.7408795,4.9956264,107.20305,466
16.109913,4183.7983,248.76277,205.19476,46.777424,261.00278,89.159515,49.859818,463.31815,467
25.311394,2190.7761,91.39867,97.02785,73.35335,101.7448,84.16031,78.28597,208.73969,468
17.851675,3837.562,45.848434,49.461246,6.737118,8.325348,15.570573,11.422249,251.8048,469
18.730137,3417.3984,50.70276,50.412777,38.259903,37.828438,49.95876,39.783432,252.1052,475
12.003101,1547.3591,26.397274,30.226072,17.457993,18.804184,19.441935,21.89188,114.33738,472
25.270636,3823.2485,51.180855,48.186398,13.918107,41.575413,35.907154,15.777154,259.46384,471
14.019777,3373.5151,43.214798,43.9706,14.915427,61.239254,33.088203,43.81569,388.1678,473
3.81181,3447.5889,21.583708,21.071669,13.816802,22.942389,17.08232,17.015352,187.1141,474
6.121213,3728.383,48.065598,42.631805,9.616631,7.2016845,22.173428,9.4600115,360.22675,470
2.7703815,1110.0731,14.748428,15.287464,4.276621,5.7358785,6.9298,9.873655,72.26988,476
9.378647,2162.3364,36.025322,32.234123,41.28293,80.7732,31.887188,16.768892,224.62053,477
2.7795959,3420.4067,8.881698,8.209728,2.0971978,2.37469,5.9223514,5.6120586,148.10051,478
4.016396,2798.9573,19.65135,17.573753,14.791432,12.956453,15.365717,12.2183485,170.95241,479
12.605784,3232.6384,68.40429,59.726215,38.21022,82.84888,35.81109,39.072952,201.77895,484
2.6068354,1333.3119,17.475887,17.317322,3.929123,3.9336743,4.600699,6.293982,82.418236,481
18.620932,3772.935,87.53676,70.9283,12.673836,39.90335,36.436398,25.528028,394.7971,485
22.949986,3246.293,64.48246,60.18149,29.02253,71.4495,60.77422,47.891804,314.78406,480
62.549118,3853.6736,168.37425,146.3778,27.418196,78.028465,45.198757,42.263508,466.9717,483
2.4071016,1035.0608,9.101396,8.972374,4.1627994,19.22863,6.1496196,6.4023147,80.46109,482
5.5494657,2849.6028,19.031258,17.807085,12.146871,19.230137,15.407674,27.976585,327.25394,486
10.01527,3569.1003,13.060509,12.780845,8.292076,63.963593,13.175859,22.619843,202.06642,487
19.915457,3682.264,80.18979,77.91608,15.327003,26.071295,53.474636,25.457172,393.59006,488
4.1201625,2124.0908,24.637945,23.170649,12.915449,14.140531,17.847738,17.295195,143.97066,489
5.978685,2348.0315,67.16802,51.79439,11.670538,38.117336,25.380217,15.122213,318.60107,493
0.32274273,858.5865,8.371295,8.269491,4.425039,6.3567834,6.214104,4.530241,113.96895,491
2.9704463,1189.6519,10.877092,11.443437,4.5189595,26.61522,17.05094,7.6074643,117.01946,490
8.8255625,2851.6917,28.085398,26.325785,13.646893,47.40888,22.74244,21.169577,141.62128,495
2.0700583,1339.8925,9.213565,8.911609,6.7682614,7.415401,7.8031936,6.22037,104.79769,494
5.156272,4658.771,45.288876,33.043713,11.217382,15.03824,12.5505905,16.101479,284.18134,492
3.4543266,2024.0437,29.392063,32.865723,16.247986,16.595295,25.556662,13.317189,143.90286,497
24.037033,4475.738,108.59572,100.17571,47.89208,54.319244,76.78464,86.42817,405.86316,498
12.60933,3158.6091,51.71063,46.907623,17.492968,111.48617,34.596973,44.596077,225.17703,496
15.138254,1985.9554,49.823124,48.828354,16.956215,14.742052,21.321041,24.44925,253.7139,499
5.1366205,1487.7148,39.112972,35.34301,7.0350885,13.231347,25.03089,12.00108,101.13933,503
1.0760713,1096.627,34.590828,34.580173,33.09027,32.77067,32.968655,35.20938,124.544205,505
6.8454733,1629.4817,26.38258,23.601437,8.765668,11.470832,14.389867,28.266611,192.8385,500
6.3382587,3792.0503,21.40638,22.917042,10.786303,10.557087,18.31968,21.050623,218.6354,501
3.194843,4380.4873,19.877792,19.694641,8.833509,9.767381,10.032227,11.170624,287.1777,502
15.023938,4141.327,123.44325,88.30447,13.456182,17.863611,26.45029,29.605202,492.1178,504
1.5495433,907.80273,9.837858,9.912682,5.3969874,5.488836,7.2718267,5.872404,63.86169,506
5.599706,2796.3086,26.702873,25.111341,13.223205,76.04807,17.207582,19.562235,207.1608,507
55.73641,4225.396,220.52864,210.18002,55.57109,141.84354,98.87125,44.670856,990.0015,508
9.559708,3443.1833,44.05749,60.44733,12.809415,23.032526,20.132174,20.338594,267.61664,509
6.005209,4362.599,32.34836,41.259342,23.688932,20.185303,25.275122,26.063091,258.17877,515
3.4738514,1354.9487,52.03325,39.526405,2.4728038,5.8450885,14.313522,21.330896,166.39412,514
9.362782,2271.1292,27.954758,28.106394,21.640331,38.413933,25.678707,25.47117,171.04622,511
23.327232,3094.4878,22.449358,27.047022,4.8250318,4.7493,13.66788,9.771649,171.33597,512
13.876855,5049.468,16.720465,16.170504,11.284816,13.549488,13.941705,27.319057,436.83856,510
7.1511555,1832.248,42.22321,39.740337,12.251299,34.086502,30.778406,22.121035,173.77866,513
3.4699597,1006.0533,8.458732,7.3381133,3.2543638,4.7230783,5.0515466,2.4740732,59.00343,517
3.282037,3724.588,16.142822,16.22344,10.12935,8.210722,11.484214,8.347395,722.93256,516
10.022719,2520.8047,59.698536,50.43473,4.719154,8.284795,30.837368,26.308218,153.38104,518
1.2568052,1807.2239,26.815268,24.098858,11.737965,8.644601,13.488777,11.573874,175.38019,519
5.1029205,1462.3527,56.472725,46.54158,5.538902,6.6637273,12.888274,19.98664,159.71884,521
15.603726,4469.6763,54.414898,52.02309,37.8067,93.036514,43.713417,39.348892,321.02692,520
7.2316117,2626.8162,53.15917,51.318996,17.85873,17.6664,36.169167,37.056152,187.16045,524
16.15299,4617.4673,129.43915,98.04623,12.406187,18.87603,63.27954,31.726526,560.09906,523
7.7383485,992.12506,19.774412,14.861403,5.4241524,10.942072,14.12752,7.7737703,94.39464,525
9.460914,2128.335,65.011826,59.23138,33.77415,34.37662,44.44602,46.416622,221.17088,522
6.943588,3526.3118,45.763123,45.426662,19.092146,25.86499,27.54759,26.759142,253.39261,528
4.719081,3068.598,30.619225,31.54611,8.501499,6.795369,23.343882,11.814804,203.91219,527
6.5792246,2163.1316,69.14545,62.14895,11.206589,10.50084,42.432514,26.173054,278.46353,526
18.49772,2647.9653,66.90639,60.577877,20.424683,21.534605,37.1936,26.661434,278.69653,529
22.287754,4073.7234,69.35181,63.750446,17.04075,20.299137,29.390413,29.553902,307.67578,533
1.9576501,1422.6929,39.641026,28.43327,12.521002,8.013932,21.091465,17.032043,245.29451,530
16.913866,2552.8687,43.683716,44.45709,19.040545,19.339563,19.300203,30.779083,171.27611,534
6.6284714,2641.6382,38.77012,31.041243,7.112578,10.535697,25.820936,8.179136,134.89197,535
13.783417,3963.61,41.343834,36.480606,12.619217,18.853117,26.803328,92.81671,365.2822,532
7.644931,3106.26,59.255806,57.85112,16.726376,20.823948,23.982035,28.598408,208.2066,531
3.861729,3241.1675,21.037552,20.118805,8.230581,12.02658,13.507328,10.084957,207.59895,536
4.3720136,2408.9116,69.950714,79.94917,33.641922,22.809998,60.415455,135.91452,190.63257,538
7.7376018,2198.7795,73.74034,71.54191,8.369508,23.261763,21.378273,61.959072,148.07422,537
25.407179,1882.6555,80.62197,64.76295,14.747489,20.005869,29.66848,18.669504,188.49092,539
5.557409,1787.8994,15.270009,13.619205,7.831694,21.93956,11.69383,8.810292,99.59089,544
4.1885796,1074.0944,18.541,18.023544,4.475749,29.773823,16.704365,8.568042,168.7141,543
11.396678,5429.41,139.35791,120.376144,27.95386,26.953793,72.359,53.75783,1041.4291,541
4.039258,3014.0515,5.045747,5.456219,3.891564,5.7827377,3.7290406,4.7074895,265.58707,542
2.774438,3891.9314,29.85144,27.225086,2.1741219,4.723165,15.387285,14.036399,283.87943,540
40.078526,4520.2935,167.31738,141.46774,21.519447,29.309683,45.214367,28.501915,344.95044,545
5.06263,3483.2761,21.089582,19.784344,7.401528,10.62105,13.644426,18.002121,277.9524,548
1.1250209,1621.7765,12.0246,14.50357,4.537919,4.038308,7.8018646,11.112451,85.09403,547
7.2977824,4812.7603,39.74774,42.490585,15.679471,13.324951,34.757965,15.987005,330.45215,546
1.36713,1284.7522,27.88938,21.773743,3.842818,5.539896,10.775019,6.226583,164.13004,549
4.7824073,2593.1653,19.736536,18.841692,12.620004,82.965546,17.939808,19.0206,182.11626,554
8.48642,1402.9551,47.865494,48.471527,7.7867923,17.051062,41.40453,18.674091,213.46628,550
5.6430273,2113.8328,59.788174,52.442825,15.89641,50.719315,40.59002,26.308027,267.26016,553
11.916859,4056.274,61.38741,59.171097,13.673973,37.13015,31.510113,27.637953,274.6341,551
23.920502,4858.179,117.74845,118.58632,30.072582,50.081413,41.404865,39.06511,287.86575,552
24.674427,2685.0332,33.182266,30.952127,8.222247,8.478123,9.834445,15.160864,248.80246,555
12.564097,4352.502,71.93493,80.28878,18.220718,24.32292,24.16921,25.427824,352.10733,556
5.2381535,2143.5332,32.49365,31.11662,15.169667,16.812935,27.444452,15.792901,242.71367,557
45.248962,3856.0938,151.06335,131.48965,53.357117,168.7536,63.348434,118.28869,404.1593,558
34.19147,4569.214,86.94736,85.260284,42.500885,64.62467,42.09536,23.838327,254.34416,559
10.1062355,4450.039,111.45593,125.606384,28.173573,37.208443,53.287506,73.962975,589.4714,560
10.735428,2434.7043,13.372081,14.81858,6.7774396,27.502413,14.107737,7.699984,237.61888,562
2.8834548,2235.0818,25.805422,25.291277,14.415071,43.40243,13.52836,16.120705,142.2646,561
24.229984,4542.4077,43.458263,41.036327,22.02355,26.867947,28.018879,28.238956,250.11737,563
20.058012,2092.1313,40.13907,42.57493,18.695707,24.764687,28.149342,20.500843,147.19212,565
15.092583,5021.569,165.96342,136.13156,45.181293,50.995186,78.496056,155.56303,658.3546,564
