0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
4029887.8,0.0,0.0,0.0,22312.21,26654.518,1827.3818,0.0,0.0,0.0,0.38285404,0.0,0.0,0.0002455856,0.6344398
4028372.5,43.12071,0.0,0.43966937,16613.992,0.0,3397.2456,5586.1416,5730313.5,0.003421733,0.0,1014753.25,0.0,0.0,0.011352687
0.0,42.374447,0.0017054782,0.0,0.0,0.0,2422.1248,4053.4402,0.0,0.001990001,0.0036370524,1014388.7,2.9774954,0.0,0.15443411
0.0,21.448458,0.0,0.0,7426.327,0.0,0.0,0.0,0.0,0.0,0.0,1006564.94,2.0735357,5.2198273e-05,0.0001153741
4015386.2,18.191244,0.0,0.79663527,5728.853,0.0,1104.082,0.0,2531761.5,0.0,0.0,1004793.44,3.2892594,0.0,0.0
0.0,0.0,0.002385292,3.475539,5869.7915,0.0,0.0,2333.6711,2223322.2,0.000591054,0.29861453,0.0,0.0,0.0,0.77178913
3992419.0,0.0,0.0,0.0,0.0,8326.023,0.0,2402.0369,2847187.8,0.0014856353,0.074323855,0.0,0.00018758573,0.0,0.0
3989705.2,1.6331326,0.0,2.4898539,13078.805,16820.248,925.5134,0.0,0.0,0.0,0.0,0.0,1.562605e-05,0.0,0.0
0.0,0.0,0.0009735176,6.4610553,13742.632,20052.822,0.0,0.0,11469583.0,0.0,18.954298,988944.2,0.5528075,7.719935e-06,0.0
3969663.2,0.0,0.0,0.04094114,0.0,0.0,1027.5786,2121.7996,9502566.0,0.0037799133,6.563037,0.0,0.0,1.3340433e-08,0.054099225
0.0,0.13679619,9.462246e-06,0.579196,0.0,1590.7893,0.0,0.0,2195639.5,0.0,24.003067,0.0,0.0,0.0,0.070182666
0.0,0.09335358,1.476918e-05,2.8676856,0.0,0.0,3477.0403,0.0,3174234.5,0.0,43.021107,0.0,2.3280475,0.0,0.18962628
3950277.5,0.4619051,0.0,0.0,3564.3396,0.0,0.0,0.0,0.0,0.66660017,16.080835,0.0,0.0,0.0,0.22787827
3946024.8,0.0,0.0,0.0,0.0,0.0,3230.674,2854.117,0.0,0.0,14.4892645,957859.2,0.0,1.467297e-10,0.015654055
0.0,0.0,0.0,0.6512739,0.0,7823.5938,2566.841,0.0,0.0,0.0,0.0,0.0,0.024613248,1.11783395e-10,0.22515354
3932513.8,0.0,0.0041553886,0.0,0.0,0.0,0.0,0.0,4699718.0,0.009375266,0.0,954192.0,0.698334,0.0,0.15776935
0.0,0.0,0.0,0.0917047,1528.4484,0.0,669.5543,0.0,0.0,0.0,0.13409299,951985.6,0.0,3.197246e-11,0.08763696
0.0,0.0,0.0,0.0,3950.3716,0.0,0.0,3035.7727,0.0,0.0,0.0,0.0,0.0,2.5016536e-11,0.04202541
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,951407.25,0.09974964,3.7481716e-11,0.0
3906059.0,0.042648967,0.0,0.9006759,0.0,14002.977,373.67108,0.0,11284859.0,4.3520743e-10,0.0,0.0,0.00040845486,0.0,0.17421344
3905162.8,0.0,0.0,0.0,0.0,0.0,0.0,8856.959,0.0,4.3930868e-07,4.375691,950589.6,1.105697,0.0,0.0
0.0,0.05109403,0.00028094926,4.7264075,8694.971,0.0,0.0,0.0,23578622.0,0.0,0.0,0.0,0.0,1.1068165e-12,0.56393945
3892600.0,0.0,0.00028734733,10.051187,11932.432,27541.037,0.0,0.0,23578526.0,4.942855e-08,1.8722937,947952.2,0.20924428,1.1126013e-12,0.0025984168
0.0,0.0,0.00028822097,17.387754,0.0,0.0,0.0,0.0,26581974.0,5.0870085e-08,0.0,948339.3,0.0,0.0,0.0
