0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0.12999949,0.9915864,0.49053448,1.0300636,0.44497815,1.2083538,0.8275433,1.3380098,0.7594366,0.5416189,-0.6819983,-0.2974467,-0.15566605,-0.061914846,0.14506297,0.905711,1.0655609,0.338273,-0.027254302,-1.1564668,-0.6741617,-0.94544595,-0.6046465,-0.9272988,-0.5807075
0.11772866,-0.30397213,0.28398675,0.88599676,0.45575947,1.1160598,0.7558235,1.2598848,0.75469774,0.5383181,-0.676211,-0.2974467,-0.15566605,-0.061914846,0.14506297,0.905711,1.0655609,0.338273,-0.027238298,-1.1564668,-0.6741617,-0.94544595,-0.6046465,-0.9272988,-0.5807075
-0.0065195453,-0.3784241,0.07743903,0.7419299,0.30092317,1.0237657,0.6841036,1.18176,0.74995893,0.4860904,-0.676211,-0.2974467,-0.15566605,-0.061914846,0.14506297,0.905711,1.0654767,0.338273,-0.027238298,-1.1564668,-0.6741617,-0.9391177,-0.6046465,-0.9272988,-0.5807075
-0.13076775,-0.4528761,-0.32918358,0.598676,0.22889568,0.9314717,0.6123838,1.1036351,0.7452201,0.53171647,-0.676211,-0.2974467,-0.15591004,-0.061914846,0.14506297,0.905711,1.0655609,0.338273,-0.027238298,-1.1564668,-0.6741617,-0.94544595,-0.6046465,-0.9272988,-0.5807075
-0.25501597,-0.5850389,-0.3356564,0.45379612,0.15686817,1.0912687,0.54066396,1.0255102,0.74048126,0.5284157,-0.676211,-0.2974467,-0.15566605,-0.061914846,0.14506297,0.905711,1.0655609,0.338273,-0.027226951,-1.1564668,-0.6741617,-0.94544595,-0.6046465,-0.9272988,-0.5807075
-0.37926418,-0.60178006,-0.54220414,0.20999432,0.084840685,0.98401296,0.6494578,0.94738525,0.73574245,0.5251149,-0.676211,-0.2974467,-0.15566605,-0.061914846,0.14506297,0.905711,1.0655609,0.338273,-0.027238298,-1.1564668,-0.6741617,-0.94544595,-0.6046465,-0.9272988,-0.5807075
-0.5035124,-0.67623204,-0.7487519,0.1656624,0.012813196,0.6545896,0.39722428,0.8692603,0.7310036,0.5218141,-0.676211,-0.2974467,-0.15566605,-0.061914846,0.14506297,0.905711,1.0655609,0.338273,-0.027238298,-1.1558247,-0.6741617,-0.9435223,-0.6046465,-0.9272988,-0.5807075
-0.6277606,-0.750684,-0.95529956,0.021595534,-0.059214298,0.56229556,0.32550445,0.79113543,0.7262648,0.51851326,-0.676211,-0.2974467,-0.15566605,-0.061914846,0.14506297,0.905711,1.0655609,0.338273,-0.027238298,-1.1564668,-0.6741617,-0.94544595,-0.60688525,-0.9272988,-0.5807075
-0.7520088,-0.825136,-1.1618474,-0.12247133,-0.13124178,0.25351474,0.2537846,0.7130105,0.72152597,0.5152125,-0.676211,-0.2974467,-0.15566605,-0.062334195,0.14506297,0.905711,1.068896,0.338273,-0.027238298,-1.1564668,-0.6741617,-0.94544595,-0.60108244,-0.9272988,-0.58644146
-0.876257,-0.899588,-1.368395,-0.2665382,-0.20326929,0.3777075,0.18206477,0.6348856,0.7167871,0.5119117,-0.676211,-0.2974467,-0.15566605,-0.061914846,0.14506297,0.905711,1.0655609,0.338273,-0.027238298,-1.1564668,-0.6741617,-0.94544595,-0.6046465,-0.9272988,-0.5807075
-1.0005052,-0.9740399,-1.5749427,-0.41060507,-0.27529678,0.28541347,0.11034494,0.55676067,0.7120483,0.5086109,-0.676211,-0.29463714,-0.15566605,-0.061914846,0.1462831,0.905711,1.0655609,0.338273,-0.027238298,-1.1564668,-0.6741617,-0.94544595,-0.6046465,-0.9272988,-0.5815673
-1.1247534,-1.0149362,-1.7814904,-0.55467194,-0.34732425,0.19311944,0.0386251,0.47863576,0.7073094,0.50531006,-0.676211,-0.2974467,-0.15566605,-0.061914846,0.14506297,0.905711,1.0655609,0.338273,-0.027238298,-1.1564668,-0.6741617,-0.94544595,-0.6046465,-0.9272988,-0.5807075
-1.2490016,-1.1229439,-1.9880382,-0.6987388,-0.41935176,0.1008254,-0.033094738,0.40051085,0.7025706,0.417242,-0.676211,-0.2974467,-0.15566605,-0.061914846,0.14506297,0.905711,1.0655609,0.3403946,-0.027238298,-1.9665736,-1.033797,-1.0282707,-1.1432071,-1.564944,-1.0643455
-1.2068194,-1.1841391,-1.9142737,-0.6355716,-0.49137926,0.0085313665,-0.104814574,0.32238594,0.6978318,0.4987085,-0.676211,-0.2974467,-0.15566605,-0.061914846,0.14506297,0.905711,1.0655609,0.338273,-0.027238298,-2.0873437,-0.8621384,-1.2018157,-1.0662149,-0.9345695,-1.775218
-1.1646371,-0.9858426,-1.8405092,-0.5724044,-0.56340677,-0.08376267,-0.12043864,0.42656016,0.69309294,0.49540767,-0.6699519,-0.29645255,-0.15566605,-0.061914846,0.14506297,0.905711,1.0655609,0.338273,-0.027238298,-0.5065114,0.56634206,-0.9983747,-0.25100926,-0.25827533,-0.93078226
-1.1224549,-0.9172919,-1.7667447,-0.50923723,-0.6354342,-0.1760567,-0.24825424,0.2682415,0.68835413,0.49210688,-0.676211,-0.2957013,-0.15566605,-0.061914846,0.14506297,0.905711,1.0655609,0.338273,-0.027238298,-0.4947172,0.53100353,-1.0028391,-0.27561092,-0.74182177,-0.9416188
-1.0802727,-0.84874123,-1.6929802,-0.44607002,-0.7074617,-0.26835072,-0.2679536,0.088011205,0.68361527,0.48880607,-0.676211,-0.2974467,-0.15566605,-0.061914846,0.14506297,0.905711,1.0655609,0.338273,-0.027238298,-0.482923,0.53052735,-1.0073035,-0.3002126,0.27164194,-1.0145243
-1.0380905,-0.7801905,-1.4910188,-0.3829028,-0.5622078,-0.36064476,-0.39169392,0.058562305,0.67887646,0.48550528,-0.676211,-0.2974467,-0.15566605,-0.061914846,0.14506297,0.905711,1.0655609,0.338273,-0.027238298,-0.4711288,0.46032646,-1.0117677,-0.32481423,-1.0256064,-0.56846523
-0.99590826,-0.7116399,-1.5454512,-0.31973562,-0.8515167,-0.23084202,-0.46341375,-0.068238616,0.6741376,0.48220447,-0.676211,-0.2974467,-0.15716268,-0.061373528,0.14506297,0.905711,1.0655609,0.338273,-0.027238298,-0.45933458,0.29540807,-1.0162321,-0.3494159,0.62828654,0.6337411
