0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
63.09962,52.914486,36.51772,39.25737,44.99174,83.26112,33.636105,35.724976,39.36497,47.403275,56.265106,70.728134,78.46551,47.390102,56.291553,61.298527,24.80383,45.477722,50.249596,49.206696,52.366062,62.89633,57.102833,35.574085,54.757233,68.906624,55.11351,41.955643,34.239098,51.84787,35.82701,45.0739,82.023155,56.133854,54.299397,43.08998,49.43115,81.286606,27.832712,39.469635,46.922905,50.650475,66.102036,79.838036,48.852276,57.89351,66.48389,51.618526,57.54559,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,70.93182,25.343626,37.785465,38.684383,53.516388,66.15187,74.94332,62.6617,47.119205,66.229614,31.48614,39.420525,46.03734,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.946096,3.642062,13.0090685,30.864275,14.321169,54.80197,85.657814,52.071873,44.484264
64.76819,49.354637,34.87498,44.340794,47.56731,81.62331,34.235424,50.458477,47.202198,60.319576,56.140285,80.66976,28.774307,35.20134,60.95015,60.46091,27.053505,53.65819,59.05436,57.0144,58.280823,64.185524,37.20574,29.777704,54.757233,68.906624,55.11351,41.955643,34.239098,51.84787,35.82701,45.33361,84.11547,56.133854,54.299397,43.08998,49.43115,81.286606,27.832712,39.469635,46.922905,50.650475,66.102036,79.838036,48.852276,57.89351,66.48389,51.618526,57.54559,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,68.70481,28.49134,53.958267,46.22855,55.12706,77.22446,65.08748,26.765442,47.119205,66.229614,31.48614,39.420525,46.03734,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18.166466,4.6170707,14.828256,30.669348,19.420614,60.321945,83.57685,37.701645,44.80206
68.76662,43.011456,35.777374,45.631386,53.990314,79.20032,42.21221,56.283844,52.894955,54.229286,66.43498,68.182335,28.960178,38.70636,58.33342,53.112637,23.95261,47.803585,66.47194,61.37836,56.256306,56.7233,36.497574,35.045574,54.757233,68.906624,55.11351,41.955643,34.239098,51.84787,35.82701,45.84477,82.05198,56.133854,54.299397,43.08998,49.43115,81.286606,27.832712,39.469635,46.922905,50.650475,66.102036,79.838036,48.852276,57.89351,66.48389,51.618526,57.54559,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,67.22637,41.18743,60.06947,54.58591,51.28694,55.068214,34.93786,26.410753,47.119205,66.229614,31.48614,39.420525,46.03734,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,40.78458,18.066748,18.696312,32.151493,34.880188,14.606719,69.66652,25.872396,51.013958
73.04434,37.18083,41.578724,47.01956,61.858093,78.15017,45.056984,57.47371,65.042984,53.114326,64.48541,40.056953,28.59431,37.939804,59.16455,55.276062,28.392204,50.460506,74.486694,66.88847,55.11685,54.690834,46.09957,44.462086,54.757233,68.906624,55.11351,41.955643,34.239098,51.84787,35.82701,51.107246,75.10704,56.133854,54.299397,43.08998,49.43115,81.286606,27.832712,39.469635,46.922905,50.650475,66.102036,79.838036,48.852276,57.89351,66.48389,51.618526,57.54559,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,74.4829,50.56553,57.07873,62.88198,50.50382,55.8732,35.255882,34.343105,47.119205,66.229614,31.48614,39.420525,46.03734,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,85.81313,22.834707,23.560684,33.477367,53.927597,16.593609,42.459076,23.71646,46.660294
72.58707,45.67847,22.143364,33.956352,70.034,75.9738,41.703373,63.789024,68.95711,54.728745,49.34091,16.998661,36.980873,33.562477,55.885353,51.88616,31.94844,41.041348,77.17426,65.0375,32.66951,50.91614,53.915142,46.421066,54.757233,68.906624,55.11351,41.955643,34.239098,51.84787,35.82701,55.24299,50.635735,56.133854,54.299397,43.08998,49.43115,81.286606,27.832712,39.469635,46.922905,50.650475,66.102036,79.838036,48.852276,57.89351,66.48389,51.618526,57.54559,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,77.718994,50.754684,49.700665,67.036316,49.641464,51.322975,26.507063,40.858322,47.119205,66.229614,31.48614,39.420525,46.03734,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,81.0761,20.144007,28.509119,37.483204,72.60114,21.872414,28.74647,32.422638,33.512074
67.39692,59.66557,29.598408,41.909645,77.12084,59.457355,35.590015,68.82965,72.90319,44.386772,48.477623,25.7878,46.768917,38.59565,54.012127,57.120594,33.421658,39.00426,77.533134,57.42371,27.1687,61.57204,68.152176,53.314823,54.757233,68.906624,55.11351,41.955643,34.239098,51.84787,35.82701,61.106922,33.97697,56.133854,54.299397,43.08998,49.43115,81.286606,27.832712,39.469635,46.922905,50.650475,66.102036,79.838036,48.852276,57.89351,66.48389,51.618526,57.54559,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,84.42224,58.48879,59.239895,70.940674,47.12713,54.584465,29.051027,49.958393,47.119205,66.229614,31.48614,39.420525,46.03734,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,45.319004,18.012018,35.99067,46.550068,81.56263,23.91939,44.895317,37.90879,30.771185
61.22772,54.193783,42.126404,51.251827,74.4708,37.91061,38.32484,62.00483,72.800514,31.593216,63.2735,29.46945,51.170204,42.432915,55.044292,55.74657,32.669884,35.18939,70.9962,47.583645,30.619959,57.302483,72.69484,56.546894,54.757233,68.906624,55.11351,41.955643,34.239098,51.84787,35.82701,58.951927,34.865353,56.133854,54.299397,43.08998,49.43115,81.286606,27.832712,39.469635,46.922905,50.650475,66.102036,79.838036,48.852276,57.89351,66.48389,51.618526,57.54559,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,74.42735,45.606796,56.90726,64.572,44.0139,56.49901,30.251762,55.942364,47.119205,66.229614,31.48614,39.420525,46.03734,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,21.416338,37.785698,38.390965,50.8911,79.90346,26.963892,61.354607,41.947685,34.31143
57.176098,70.818985,43.890198,61.73244,68.185165,27.50954,46.9089,58.485172,75.359825,45.793198,64.77777,40.25339,49.828506,60.657722,54.48646,50.797062,29.005844,30.732096,71.36536,46.802723,32.15173,52.14155,78.295105,61.093674,54.757233,68.906624,55.11351,41.955643,34.239098,51.84787,35.82701,57.249863,39.21197,56.133854,54.299397,43.08998,49.43115,81.286606,27.832712,39.469635,46.922905,50.650475,66.102036,79.838036,48.852276,57.89351,66.48389,51.618526,57.54559,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,59.654316,47.843998,59.97492,64.23671,43.01818,56.012764,41.54328,57.218464,47.119205,66.229614,31.48614,39.420525,46.03734,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,31.486105,55.832733,42.318027,51.058353,80.27252,30.323986,63.575245,42.228302,38.12632
57.518143,79.05655,47.067932,58.570183,58.739754,23.55413,46.528812,63.989014,77.52091,47.195175,60.983627,54.728317,49.131332,47.587776,56.15807,44.48033,35.55927,32.72897,62.461685,53.06375,29.23144,39.77527,68.52919,64.79542,54.757233,68.906624,55.11351,41.955643,34.239098,51.84787,35.82701,56.635376,39.88144,56.133854,54.299397,43.08998,49.43115,81.286606,27.832712,39.469635,46.922905,50.650475,66.102036,79.838036,48.852276,57.89351,66.48389,51.618526,57.54559,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,50.163723,47.163364,51.083828,55.806896,44.264885,55.230762,46.83803,58.42311,47.119205,66.229614,31.48614,39.420525,46.03734,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,54.956264,51.39052,49.23221,54.262455,78.99677,35.787632,40.90061,40.270832,41.859703
59.935844,83.550125,48.333664,57.6376,48.57474,25.158457,42.762184,63.84211,73.21696,41.489338,55.116714,60.114056,47.905106,54.84957,57.821342,38.595364,36.38482,33.848488,57.265285,52.21581,29.945864,39.458057,66.9229,53.40174,54.757233,68.906624,55.11351,41.955643,34.239098,51.84787,35.82701,57.646057,39.802708,56.133854,54.299397,43.08998,49.43115,81.286606,27.832712,39.469635,46.922905,50.650475,66.102036,79.838036,48.852276,57.89351,66.48389,51.618526,57.54559,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,43.7333,49.740948,47.971416,50.235973,44.99527,53.317486,52.409203,55.83359,47.119205,66.229614,31.48614,39.420525,46.03734,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,60.418076,46.543144,51.366657,63.677097,76.21349,36.46035,43.2236,41.29387,43.046818
