0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
63.09962,52.914486,36.51772,39.25737,44.99174,83.26112,33.636105,35.724976,39.36497,47.403275,58.30722,62.230648,54.670235,68.921646,68.73206,12.212102,54.271233,81.6822,69.8229,40.95246,55.09801,51.12006,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,38.1997,42.608932,61.861633,83.79105,63.69266,52.883636,50.874126,46.319874,64.184616,70.68954,50.8292,59.183216,45.63242,28.684986,53.87156,78.409996,49.970825,37.097458,70.93182,25.343626,37.785465,38.684383,53.516388,66.15187,74.94332,62.6617,29.159277,48.47549,38.182068,45.61837,26.232426,44.153072,73.365875,53.187565,61.17147,76.84122,46.424618,44.34322,54.355045,80.65934,51.16254,48.23358,56.442535,31.209118,54.494442,54.847473,73.337616,68.88823,45.328106,78.484116,31.492695,36.40806,52.071873,44.484264
64.76819,49.354637,34.87498,44.340794,47.56731,82.804565,33.671604,35.9571,39.564537,47.37008,58.30722,62.230648,54.670235,68.921646,68.73206,12.212102,54.271233,81.6822,69.8229,40.95246,55.09801,51.12006,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,38.1997,42.608932,61.861633,83.79105,63.69266,52.883636,50.874126,46.319874,64.184616,70.68954,50.8292,59.183216,45.859104,28.684986,53.42111,78.409996,49.623844,37.097458,70.70131,24.894138,37.744564,38.855976,53.758224,66.10913,74.819084,62.479843,29.34069,47.511738,38.11443,45.555763,26.432476,44.351757,72.86276,53.035324,61.289062,64.03415,46.424618,44.34322,54.355045,80.65934,51.16254,48.23358,56.442535,31.209118,54.494442,54.847473,73.337616,68.88823,45.328106,78.72783,31.492695,36.40806,37.701645,44.80206
68.76662,43.011456,35.777374,45.631386,53.990314,82.34801,33.707104,36.189224,39.7641,47.336887,58.30722,62.230648,54.670235,68.921646,68.73206,12.212102,54.271233,81.6822,69.8229,40.95246,55.09801,51.12006,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,38.1997,42.608932,61.861633,83.79105,63.69266,52.883636,50.874126,46.319874,64.184616,70.68954,50.8292,59.183216,45.63242,28.778658,53.87156,78.409996,49.623844,37.097458,70.470795,26.080425,37.703667,39.02757,54.000065,66.17851,74.694855,62.297985,29.522104,48.83416,38.046795,45.49316,26.632524,44.550446,72.35965,51.60901,61.406654,63.818996,46.424618,44.34322,54.355045,80.65934,51.16254,48.23358,56.442535,31.209118,54.494442,54.847473,73.337616,68.88823,45.328106,78.72291,31.492695,36.40806,37.35606,51.013958
73.04434,43.392338,36.01032,45.697598,53.71702,86.06411,33.742603,36.42135,39.963665,47.303696,58.30722,62.230648,54.670235,68.921646,68.73206,12.212102,54.271233,81.6822,69.8229,40.95246,55.09801,51.12006,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,38.1997,42.608932,61.861633,83.79105,63.69266,52.485683,50.874126,46.319874,64.184616,70.68954,50.8292,59.183216,45.63242,28.684986,53.87156,78.409996,49.623844,37.097458,70.24028,25.698002,37.66277,39.19916,54.2419,66.149864,74.57062,62.116127,29.703518,49.013493,37.97916,45.430557,26.832575,44.74913,71.85654,52.730843,61.524246,63.60384,46.424618,44.34322,54.355045,80.65934,51.16254,48.23358,56.442535,31.209118,54.494442,54.847473,73.337616,68.88823,45.328106,78.72291,31.492695,36.40806,37.010475,46.660294
68.247025,43.77322,36.243263,45.763813,53.443726,81.43488,33.7781,36.653477,40.163227,47.2705,58.30722,62.230648,54.670235,68.921646,68.73206,12.212102,54.271233,81.6822,69.8229,40.95246,55.09801,51.12006,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,38.1997,42.608932,61.861633,83.79105,63.69266,52.883636,50.874126,46.319874,64.184616,70.54298,50.8292,59.183216,45.63242,28.684986,53.87156,79.13211,49.623844,37.097458,70.009766,25.816128,37.62187,39.370754,54.48374,65.98092,74.44638,62.17996,29.884932,49.19283,37.911522,44.850895,25.245977,44.947815,71.35342,52.5786,61.641838,63.388683,46.424618,44.34322,54.355045,80.65934,51.16254,48.23358,56.442535,31.209118,54.494442,54.847473,73.337616,68.88823,45.328106,78.72291,31.180508,36.40806,36.66489,33.512074
63.44971,44.1541,36.476208,45.830025,53.170433,80.978325,33.8136,36.8856,40.362793,47.23731,58.30722,62.230648,54.670235,68.921646,68.73206,12.212102,54.271233,81.6822,69.8229,40.95246,55.09801,51.12006,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,38.1997,42.608932,61.861633,83.79105,63.69266,52.883636,50.874126,46.319874,63.67378,70.68954,50.8292,59.183216,45.63242,28.684986,53.87156,78.409996,49.623844,37.097458,69.77924,26.855898,37.5953,39.542347,54.72558,65.93818,74.32214,61.75241,30.066345,49.37216,37.843887,45.305347,27.232674,45.146503,70.8503,52.42636,61.281136,63.17353,46.424618,44.34322,54.355045,80.65934,51.16254,48.23358,56.442535,31.209118,54.494442,54.847473,73.337616,68.88823,45.328106,78.72291,31.492695,36.40806,36.319305,30.771185
58.652393,44.53498,36.709156,45.896236,52.89714,80.52176,33.8491,37.117725,40.562355,47.204117,58.30722,62.230648,54.670235,68.921646,68.73206,12.212102,54.271233,81.6822,69.8229,40.95246,55.09801,51.12006,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,38.1997,42.608932,61.861633,83.79105,63.69266,52.883636,50.874126,46.319874,64.184616,70.68954,50.8292,59.183216,45.63242,28.684986,53.87156,78.409996,49.623844,37.097458,69.54873,26.052378,37.540073,39.71394,54.96742,65.89544,74.19791,61.570553,30.247759,49.5515,37.776253,45.24274,27.432724,45.34519,70.34719,52.27412,61.87702,62.958374,46.424618,44.34322,54.355045,80.65934,51.16254,48.23358,56.442535,31.209118,54.494442,54.847473,73.337616,68.88823,45.328106,78.72291,31.492695,36.40806,35.97372,34.31143
53.855076,44.742664,36.9421,45.96245,52.623844,80.0652,33.884598,37.34985,40.76192,47.170925,58.30722,62.230648,54.670235,68.921646,68.73206,12.212102,54.271233,81.6822,69.8229,40.95246,55.09801,51.12006,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,38.1997,42.608932,61.861633,83.79105,63.69266,52.883636,50.419563,46.319874,64.184616,70.68954,50.8292,59.183216,45.63242,28.684986,53.87156,78.409996,49.623844,37.097458,69.318214,25.687984,37.499172,38.6535,55.209255,65.8527,74.07367,62.921383,30.42917,48.939636,37.70862,45.180138,27.632772,45.543877,69.84408,52.12188,61.994614,62.74322,46.424618,44.34322,54.355045,80.65934,51.16254,48.23358,56.442535,31.209118,54.494442,54.847473,73.337616,68.88823,45.328106,78.72291,31.670666,36.40806,35.62814,38.12632
49.05776,45.29674,37.175045,46.02866,52.35055,81.983864,33.920094,37.05078,42.698246,47.13773,58.30722,62.230648,54.670235,68.921646,68.73206,12.212102,54.271233,81.6822,69.8229,40.95246,55.09801,51.12006,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,38.1997,42.608932,61.861633,83.79105,63.69266,52.883636,50.874126,46.319874,64.184616,70.68954,51.029716,59.183216,45.63242,28.684986,53.87156,78.409996,49.623844,37.097458,69.0877,26.28863,37.458275,40.057125,55.451096,65.80997,73.94943,61.206837,30.610584,49.75234,37.64098,45.117535,27.832823,45.74256,69.340965,51.96964,62.112206,64.35355,46.424618,44.34322,54.355045,80.65934,51.16254,48.23358,56.442535,31.209118,54.494442,54.847473,73.337616,68.88823,45.328106,78.72291,31.492695,36.40806,35.282555,41.859703
44.26044,45.67762,37.40799,46.200138,52.07726,79.152084,34.261944,37.8141,41.16105,47.104538,58.30722,62.230648,54.670235,68.921646,68.73206,12.212102,54.271233,81.6822,69.8229,40.95246,55.09801,51.12006,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,38.1997,42.608932,61.861633,83.79105,63.69266,52.883636,50.874126,46.319874,64.184616,70.68954,50.8292,59.183216,45.63242,28.740938,53.87156,78.409996,49.623844,37.097458,68.857185,26.406754,37.417377,40.228718,55.692932,65.76723,73.8252,61.024975,30.791998,50.0895,37.573345,45.054928,28.032871,45.94125,66.987755,51.817398,62.229797,62.31291,46.424618,44.34322,54.355045,80.65934,51.16254,48.23358,56.442535,31.209118,54.494442,54.847473,73.337616,68.88823,45.328106,78.72291,31.492695,36.40806,34.93697,43.046818
